순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김한별,NC,0.370,1,5,5,1.00,0,0.14,4.26,0.037,5.0,0.305
2,박건우,NC,0.349,37,68,89,0.76,6,0.56,3.68,0.199,64.1,0.32
3,김수윤,NC,0.333,0,0,1,0.00,0,0.33,4.00,0.000,1.0,0.276
3,박영빈,NC,0.333,1,0,0,-,0,0.00,5.33,0.333,0.9,0.317
5,박민우,NC,0.327,24,68,79,0.86,3,0.69,3.98,0.122,55.8,0.298
6,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
7,권희동,NC,0.284,20,81,83,0.98,6,1.04,4.52,0.105,50.7,0.278
8,서호철,NC,0.282,17,82,76,1.08,3,0.40,3.85,0.090,39.9,0.254
9,천재환,NC,0.281,5,12,20,0.60,0,0.33,3.70,0.140,7.9,0.258
10,데이비슨,NC,0.276,39,51,91,0.56,5,0.26,3.89,0.295,63.2,0.298
11,최정원,NC,0.271,2,24,9,2.67,1,0.63,4.38,0.029,10.3,0.253
12,박세혁,NC,0.247,6,14,23,0.61,1,0.30,3.75,0.090,10.3,0.233
13,박시원,NC,0.239,4,17,17,1.00,1,0.35,3.95,0.113,8.0,0.227
14,김휘집,NC,0.233,27,55,98,0.56,2,0.34,4.10,0.173,37.3,0.24
15,한석현,NC,0.217,0,7,4,1.75,0,0.14,4.00,0.000,0.8,0.18
16,김형준,NC,0.211,21,35,59,0.59,6,0.37,4.21,0.194,34.9,0.243
17,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
18,도태훈,NC,0.195,3,25,23,1.09,1,0.74,4.27,0.037,8.8,0.212
19,김성욱,NC,0.192,17,54,85,0.64,3,0.43,4.04,0.158,27.1,0.22
19,박한결,NC,0.192,7,8,14,0.57,0,0.30,3.98,0.365,8.6,0.264
21,김주원,NC,0.191,12,46,71,0.65,2,0.42,4.07,0.102,26.6,0.215
22,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
22,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
