순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김한별,NC,0.370,1,5,5,1.00,0,0.14,4.26,0.037,5.0,0.305
2,박건우,NC,0.356,37,66,86,0.77,6,0.57,3.70,0.203,64.6,0.326
3,김수윤,NC,0.333,0,0,1,0.00,0,0.33,4.00,0.000,1.0,0.276
3,박영빈,NC,0.333,1,0,0,-,0,0.00,5.33,0.333,0.9,0.317
5,박민우,NC,0.325,24,67,79,0.85,3,0.72,3.99,0.125,55.1,0.298
6,손아섭,NC,0.291,23,110,63,1.75,6,0.26,3.79,0.113,43.4,0.246
7,천재환,NC,0.288,4,11,18,0.61,0,0.38,3.75,0.135,7.6,0.264
8,권희동,NC,0.285,20,78,82,0.95,6,1.04,4.53,0.107,50.5,0.28
9,서호철,NC,0.283,16,79,76,1.04,3,0.40,3.86,0.081,38.8,0.253
10,데이비슨,NC,0.281,39,51,87,0.59,5,0.26,3.91,0.300,63.7,0.303
11,최정원,NC,0.271,2,24,9,2.67,1,0.63,4.38,0.029,10.3,0.253
12,박세혁,NC,0.253,6,14,21,0.67,1,0.30,3.77,0.092,10.5,0.238
13,김휘집,NC,0.236,27,54,97,0.56,2,0.34,4.10,0.176,37.3,0.242
14,박시원,NC,0.232,4,16,17,0.94,1,0.35,3.99,0.116,7.6,0.223
15,한석현,NC,0.217,0,7,4,1.75,0,0.14,4.00,0.000,0.8,0.18
16,김형준,NC,0.213,21,35,59,0.59,6,0.38,4.21,0.197,35.2,0.246
17,박한결,NC,0.204,7,8,13,0.62,0,0.33,3.91,0.388,8.9,0.279
18,오영수,NC,0.200,3,3,16,0.19,0,0.33,4.24,0.300,5.0,0.244
19,도태훈,NC,0.195,3,25,23,1.09,1,0.74,4.27,0.037,8.8,0.212
20,김성욱,NC,0.193,17,53,85,0.62,3,0.43,4.05,0.159,27.2,0.221
21,김주원,NC,0.192,12,46,70,0.66,2,0.42,4.08,0.103,26.7,0.216
22,김세훈,NC,0.000,0,2,0,-,0,0.50,4.40,0.000,0.0,0.09
22,김영규,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김재열,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,류진욱,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,송명기,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한재승,NC,-,0,0,0,-,0,-,-,-,0.0,0.0
