순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김한별,NC,0.370,18,31,27,6,10,1,0,0,11,2,0,0,1,0,3,7,0,0.407,0.452,0.859,1,0.429,0.5
2,박건우,NC,0.351,86,353,319,57,112,23,1,13,176,53,0,2,30,3,2,53,7,0.552,0.408,0.960,33,0.379,1.0
3,김수윤,NC,0.333,5,7,6,0,2,0,0,0,2,0,0,0,1,0,0,3,0,0.333,0.429,0.762,0,0.0,0.5
3,박영빈,NC,0.333,6,3,3,1,1,1,0,0,2,0,0,0,0,0,0,2,0,0.667,0.333,1.000,0,0.0,0.0
5,박민우,NC,0.325,75,340,292,48,95,17,2,5,131,25,3,1,36,4,8,51,3,0.449,0.412,0.861,25,0.255,0.0
6,손아섭,NC,0.291,79,348,326,45,95,16,0,7,132,50,2,4,16,0,0,62,1,0.405,0.321,0.726,22,0.277,0.333
7,천재환,NC,0.291,39,62,55,9,16,3,1,1,24,8,2,0,3,0,2,9,3,0.436,0.350,0.786,3,0.25,0.143
8,서호철,NC,0.284,90,353,310,39,88,11,1,5,116,40,3,2,27,0,11,68,11,0.374,0.360,0.734,20,0.244,0.0
9,권희동,NC,0.282,87,359,294,42,83,14,1,5,114,45,2,3,53,1,7,51,6,0.388,0.401,0.789,20,0.38,0.0
10,데이비슨,NC,0.278,83,362,320,56,89,11,0,28,184,72,0,5,25,2,12,95,6,0.575,0.348,0.923,27,0.242,0.0
11,최정원,NC,0.271,40,87,70,17,19,2,0,0,21,8,1,1,12,0,3,19,1,0.300,0.395,0.695,4,0.292,0.333
12,박세혁,NC,0.247,55,104,89,10,22,5,0,1,30,7,4,0,9,0,2,30,2,0.337,0.330,0.667,3,0.13,0.385
13,박시원,NC,0.239,22,78,71,12,17,2,0,2,25,9,0,0,7,0,0,20,1,0.352,0.308,0.660,3,0.357,0.5
14,김휘집,NC,0.234,88,340,299,45,70,14,1,12,122,44,3,5,27,1,6,81,12,0.408,0.306,0.714,19,0.256,0.0
15,한석현,NC,0.217,22,25,23,4,5,0,0,0,5,2,0,0,1,0,1,7,2,0.217,0.280,0.497,1,0.0,0.5
16,김형준,NC,0.213,76,288,240,30,51,8,0,13,98,37,5,4,37,0,2,99,4,0.408,0.318,0.726,11,0.185,0.0
17,박한결,NC,0.200,21,56,50,7,10,1,0,6,29,11,0,0,6,0,0,19,1,0.580,0.286,0.866,3,0.091,0.0
17,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.500,0.265,0.765,0,0.083,0.286
19,도태훈,NC,0.195,61,105,82,10,16,3,0,0,19,8,3,1,14,0,5,19,2,0.232,0.343,0.575,3,0.2,0.2
20,김성욱,NC,0.192,88,271,234,37,45,6,2,9,82,35,2,1,22,0,12,51,5,0.350,0.294,0.644,9,0.232,0.0
21,김주원,NC,0.191,86,276,225,31,43,6,1,5,66,29,7,2,28,1,14,67,2,0.293,0.316,0.609,8,0.188,0.0
22,김세훈,NC,0.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.200,0.200,0,0.0,0.0
22,김영규,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,김재열,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,류진욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,한재승,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
