순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,송성문,키움,0.342,29,83,95,0.87,5,0.98,3.82,0.174,69.4,0.314
2,김혜성,키움,0.341,34,88,103,0.85,7,1.00,3.90,0.177,67.7,0.311
3,도슨,키움,0.336,44,96,96,1.00,9,0.67,3.65,0.186,67.8,0.311
4,이주형,키움,0.296,20,53,67,0.79,3,0.52,3.84,0.146,44.4,0.285
5,이용규,키움,0.294,6,44,36,1.22,1,0.90,4.01,0.065,25.5,0.276
6,고영우,키움,0.289,10,35,52,0.67,2,0.49,3.93,0.061,23.1,0.25
7,임병욱,키움,0.267,2,9,9,1.00,0,0.20,3.58,0.089,4.9,0.23
8,변상권,키움,0.257,4,27,26,1.04,1,0.31,4.06,0.095,11.3,0.226
9,원성준,키움,0.255,5,8,7,1.14,1,0.19,4.55,0.149,6.5,0.24
10,김건희,키움,0.250,5,22,18,1.22,0,0.20,3.96,0.087,10.2,0.218
10,김재현,키움,0.250,10,65,50,1.30,0,0.20,3.47,0.048,18.5,0.209
12,최주환,키움,0.229,20,69,115,0.60,4,0.41,4.03,0.111,30.8,0.213
13,주성원,키움,0.227,2,12,8,1.50,0,0.29,4.14,0.091,3.6,0.211
14,이원석,키움,0.220,4,19,36,0.53,2,0.78,3.86,0.044,9.8,0.215
15,이형종,키움,0.213,7,21,28,0.75,2,0.72,3.91,0.160,13.8,0.248
15,장재영,키움,0.213,3,8,3,2.67,0,0.31,4.04,0.106,5.5,0.238
17,이재상,키움,0.208,2,15,15,1.00,0,0.06,3.66,0.052,4.8,0.176
18,박수종,키움,0.203,1,20,25,0.80,0,0.83,3.60,0.016,4.4,0.182
19,김동헌,키움,0.200,0,2,2,1.00,0,-,2.86,0.000,0.8,0.243
19,김태진,키움,0.200,3,28,35,0.80,0,0.38,3.19,0.032,4.9,0.166
21,김시앙,키움,0.143,0,3,2,1.50,0,0.00,2.43,0.000,0.0,0.1
22,김웅빈,키움,0.125,0,2,6,0.33,0,0.50,4.24,0.000,1.1,0.166
22,김주형,키움,0.125,0,5,1,5.00,0,0.13,3.90,0.000,0.8,0.166
22,박성빈,키움,0.125,0,3,2,1.50,0,0.50,2.78,0.000,0.2,0.131
25,임지열,키움,0.102,1,13,16,0.81,0,0.44,4.25,0.061,1.4,0.136
26,김병휘,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,김선기,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,김연주,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,김윤하,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,김재웅,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,문성현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,박주홍,키움,0.000,0,3,3,1.00,0,0.33,4.20,0.000,-0.5,0.045
26,박준형,키움,0.000,0,1,1,1.00,0,0.00,3.20,0.000,-0.5,0.0
26,송지후,키움,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.0
26,신준우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,양지율,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
26,이승원,키움,0.000,0,2,0,-,0,0.00,3.00,0.000,-0.3,0.0
26,주승우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
