순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,최원영,LG,0.364,23,12,11,5,4,1,0,0,5,2,0,0,0,0,1,1,0,0.455,0.417,0.872,0,0.667,0.333
2,김대원,LG,0.333,17,3,3,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,0.5
2,최명경,LG,0.333,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,0,0.0,0.0
4,홍창기,LG,0.320,91,415,338,61,108,5,3,4,131,50,1,2,65,2,9,59,7,0.388,0.440,0.828,32,0.367,1.0
5,문성주,LG,0.318,86,332,277,44,88,16,2,0,108,46,1,3,49,0,2,34,4,0.390,0.420,0.810,23,0.395,0.429
6,오스틴,LG,0.302,93,402,348,60,105,21,2,20,190,77,0,11,40,6,3,62,5,0.546,0.368,0.914,29,0.292,0.0
7,김현수,LG,0.291,89,388,347,47,101,17,2,7,143,48,0,6,32,1,3,51,8,0.412,0.351,0.763,30,0.238,0.333
8,문보경,LG,0.288,95,382,326,46,94,19,2,13,156,55,1,11,43,3,1,69,9,0.479,0.362,0.841,25,0.261,0.0
9,신민재,LG,0.286,92,321,266,49,76,9,2,0,89,29,7,3,43,0,2,37,5,0.335,0.385,0.720,24,0.311,0.5
10,김범석,LG,0.282,46,139,124,13,35,4,0,6,57,23,0,1,12,2,2,38,3,0.460,0.353,0.813,7,0.241,0.125
11,박동원,LG,0.280,84,321,268,41,75,14,0,14,131,55,1,7,45,2,0,71,9,0.489,0.375,0.864,17,0.306,0.5
12,오지환,LG,0.265,61,229,196,34,52,17,1,3,80,25,1,0,29,0,3,62,4,0.408,0.368,0.776,15,0.218,0.0
13,구본혁,LG,0.264,86,259,231,31,61,10,0,2,77,34,1,3,23,0,1,34,5,0.333,0.329,0.662,10,0.278,0.333
14,박해민,LG,0.262,95,370,324,50,85,7,5,3,111,37,4,7,28,0,7,66,2,0.343,0.328,0.671,24,0.238,0.25
15,김현종,LG,0.250,15,13,12,8,3,1,0,0,4,2,0,0,0,0,1,3,0,0.333,0.308,0.641,0,0.5,0.333
16,안익훈,LG,0.195,29,48,41,7,8,1,0,0,9,3,2,1,4,0,0,11,2,0.220,0.261,0.481,0,0.091,0.2
17,김주성,LG,0.167,12,9,6,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0.167,0.444,0.611,0,0.0,0.0
17,최승민,LG,0.167,31,6,6,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0.167,0.167,0.334,0,0.0,0.0
17,허도환,LG,0.167,41,78,60,8,10,2,0,0,12,9,5,1,5,0,7,23,2,0.200,0.301,0.501,2,0.316,0.0
20,김성진,LG,0.143,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0.143,0.250,0.393,0,0.0,0.333
21,김민수,LG,0.125,6,9,8,0,1,0,0,0,1,0,0,0,1,0,0,3,1,0.125,0.222,0.347,0,0.0,0.0
22,김대현,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,김성우,LG,0.000,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
22,김진성,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,김태우,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0
22,백승현,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,송찬의,LG,0.000,5,8,6,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0.000,0.250,0.250,0,0.0,0.0
22,유영찬,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,이지강,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,전준호,LG,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,진우영,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,최동환,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,함창건,LG,0.000,7,11,9,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0.000,0.182,0.182,0,0.0,0.0
