순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,최원영,LG,0.4,5,2,1,0,0,1,0,0,0,0,1번
2,홍창기,LG,0.308,276,85,4,3,2,34,53,4,49,6,1번
3,박해민,LG,0.28,82,23,0,1,0,10,6,1,16,1,1번
4,구본혁,LG,0.0,2,0,0,0,0,0,0,0,0,0,1번
4,김성진,LG,0.0,1,0,0,0,0,0,0,0,0,0,1번
4,김현종,LG,0.0,1,0,0,0,0,0,0,0,0,0,1번
4,문성주,LG,0.0,1,0,0,0,0,1,3,0,0,0,1번
4,송찬의,LG,0.0,1,0,0,0,0,0,0,0,0,0,1번
4,안익훈,LG,0.0,1,0,0,0,0,0,0,0,1,0,1번
1,김범석,LG,1.0,1,1,1,0,0,2,0,0,0,0,2번
1,김성진,LG,1.0,1,1,0,0,0,0,0,0,0,0,2번
3,김현수,LG,0.333,24,8,0,0,1,4,1,0,3,0,2번
4,홍창기,LG,0.326,46,15,1,0,2,8,8,3,9,1,2번
5,문성주,LG,0.319,163,52,8,2,0,29,33,1,20,2,2번
6,신민재,LG,0.304,23,7,1,0,0,0,3,0,4,0,2번
7,박해민,LG,0.275,91,25,2,2,1,11,10,1,17,1,2번
8,안익훈,LG,0.267,15,4,1,0,0,1,2,0,3,1,2번
9,최승민,LG,0.25,4,1,0,0,0,0,0,0,1,0,2번
10,김대원,LG,0.0,1,0,0,0,0,0,0,0,1,0,2번
10,김현종,LG,0.0,3,0,0,0,0,0,0,1,1,0,2번
1,김현종,LG,1.0,1,1,0,0,0,0,0,0,0,0,3번
1,안익훈,LG,1.0,2,2,0,0,0,0,0,0,0,0,3번
1,홍창기,LG,1.0,1,1,0,0,0,1,0,0,0,0,3번
4,문성주,LG,0.5,8,4,1,0,0,0,1,0,0,0,3번
4,최원영,LG,0.5,2,1,0,0,0,0,0,0,0,0,3번
6,김범석,LG,0.346,26,9,1,0,0,3,0,0,9,1,3번
7,박해민,LG,0.333,6,2,0,0,0,2,0,0,1,0,3번
7,오스틴,LG,0.333,15,5,0,0,0,0,2,0,1,2,3번
9,문보경,LG,0.294,17,5,2,0,0,2,2,0,3,1,3번
10,김현수,LG,0.294,303,89,15,2,6,43,30,2,43,7,3번
11,김성진,LG,0.0,1,0,0,0,0,0,0,0,1,0,3번
11,김주성,LG,0.0,1,0,0,0,0,0,0,0,0,0,3번
11,박동원,LG,0.0,4,0,0,0,0,0,0,0,3,0,3번
11,송찬의,LG,0.0,2,0,0,0,0,0,0,0,2,0,3번
11,최승민,LG,0.0,1,0,0,0,0,0,0,0,0,0,3번
11,허도환,LG,0.0,1,0,0,0,0,0,0,0,1,0,3번
1,오지환,LG,1.0,1,1,0,0,0,0,0,0,0,0,4번
1,허도환,LG,1.0,1,1,0,0,0,0,0,1,0,0,4번
3,문성주,LG,0.75,4,3,1,0,0,1,0,0,0,0,4번
4,구본혁,LG,0.667,3,2,0,0,1,4,0,0,0,0,4번
5,김범석,LG,0.333,3,1,0,0,0,0,0,0,2,0,4번
6,오스틴,LG,0.296,321,95,20,2,18,72,38,3,60,3,4번
7,문보경,LG,0.292,24,7,1,0,3,8,4,1,5,1,4번
8,김현수,LG,0.25,4,1,0,0,0,0,0,0,0,1,4번
9,김주성,LG,0.0,1,0,0,0,0,0,0,0,0,0,4번
9,김태우,LG,0.0,1,0,0,0,0,0,0,0,1,0,4번
9,송찬의,LG,0.0,1,0,0,0,0,0,0,0,0,0,4번
9,신민재,LG,0.0,1,0,0,0,0,0,0,0,0,0,4번
9,최원영,LG,0.0,1,0,0,0,0,0,0,0,1,0,4번
1,김현수,LG,1.000,1,1,0,0,0,0,1,0,0,0,5번
1,박해민,LG,1.000,1,1,0,0,0,0,0,0,0,0,5번
3,김현종,LG,0.500,2,1,0,0,0,0,0,0,1,0,5번
4,문성주,LG,0.429,7,3,0,0,0,2,2,0,1,0,5번
5,최원영,LG,0.333,3,1,0,0,0,1,0,1,0,0,5번
6,문보경,LG,0.323,158,51,9,0,7,26,19,0,34,5,5번
7,김범석,LG,0.286,35,10,2,0,2,7,1,1,12,0,5번
8,박동원,LG,0.267,90,24,5,0,6,20,18,0,25,4,5번
9,오지환,LG,0.250,44,11,2,0,0,3,3,0,13,0,5번
10,구본혁,LG,0.167,6,1,0,0,0,1,0,0,1,0,5번
11,신민재,LG,0.000,1,0,0,0,0,0,0,0,0,0,5번
11,안익훈,LG,0.000,2,0,0,0,0,0,0,0,0,0,5번
11,최승민,LG,0.000,1,0,0,0,0,0,0,0,0,0,5번
11,함창건,LG,-,0,0,0,0,0,0,1,0,0,0,5번
11,허도환,LG,0.000,7,0,0,0,0,2,0,0,3,1,5번
1,신민재,LG,0.6,5,3,1,0,0,0,1,0,1,0,6번
2,김현종,LG,0.5,2,1,1,0,0,2,0,0,1,0,6번
3,홍창기,LG,0.429,7,3,0,0,0,1,1,0,1,0,6번
4,박동원,LG,0.351,57,20,3,0,4,12,9,0,16,2,6번
5,최명경,LG,0.333,3,1,0,0,0,0,0,0,1,0,6번
6,김범석,LG,0.262,42,11,0,0,3,10,8,0,10,0,6번
7,오지환,LG,0.257,74,19,6,0,1,13,12,0,27,2,6번
8,구본혁,LG,0.25,20,5,0,0,0,0,4,0,3,2,6번
9,문보경,LG,0.248,101,25,6,1,3,17,13,0,23,2,6번
10,문성주,LG,0.222,9,2,1,0,0,1,2,0,3,0,6번
11,허도환,LG,0.2,5,1,1,0,0,0,0,1,2,1,6번
12,김민수,LG,0.0,2,0,0,0,0,0,0,0,1,0,6번
12,김현수,LG,0.0,4,0,0,0,0,0,0,0,2,0,6번
12,박해민,LG,0.0,3,0,0,0,0,1,1,1,2,0,6번
12,안익훈,LG,0.0,1,0,0,0,0,0,0,0,0,0,6번
12,함창건,LG,0.0,1,0,0,0,0,0,1,0,1,0,6번
1,신민재,LG,0.4,5,2,0,0,0,2,1,0,1,0,7번
2,문성주,LG,0.353,17,6,3,0,0,4,0,1,0,0,7번
