순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,카데나스,삼성,0.333,4,19,18,2,6,2,0,2,14,5,0,0,1,0,0,4,1,0.778,0.368,1.146,2,0.429,0.0
2,강민호,삼성,0.309,93,293,256,34,79,9,1,11,123,49,0,4,27,1,6,33,11,0.480,0.382,0.862,19,0.314,0.235
3,구자욱,삼성,0.305,90,397,351,59,107,26,1,20,195,71,0,4,33,2,9,54,3,0.556,0.375,0.931,30,0.284,0.0
4,김지찬,삼성,0.304,94,352,296,63,90,11,0,3,110,23,8,1,39,1,8,26,3,0.372,0.398,0.770,21,0.242,0.385
5,윤정빈,삼성,0.296,32,92,81,10,24,2,0,3,35,12,0,2,7,0,2,23,0,0.432,0.359,0.791,8,0.263,0.25
6,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3,39,3,1,33,6,0.386,0.381,0.767,24,0.27,0.0
7,김헌곤,삼성,0.286,77,200,182,28,52,7,0,8,83,22,2,0,14,0,2,35,3,0.456,0.343,0.799,11,0.28,0.333
8,이재현,삼성,0.281,64,268,231,40,65,15,0,9,107,40,0,2,34,1,1,52,3,0.463,0.373,0.836,18,0.354,0.333
9,류지혁,삼성,0.280,61,228,200,30,56,6,1,2,70,31,2,2,20,0,4,49,3,0.350,0.354,0.704,16,0.323,0.5
10,이병헌,삼성,0.269,68,119,104,5,28,4,0,1,35,6,1,0,12,0,2,37,0,0.337,0.356,0.693,6,0.13,0.333
11,김태훈,삼성,0.267,9,16,15,2,4,1,0,0,5,1,0,0,0,0,1,2,1,0.333,0.313,0.646,1,0.2,0.4
12,김영웅,삼성,0.258,89,373,330,51,85,12,3,19,160,54,1,3,36,0,3,106,2,0.485,0.333,0.818,21,0.298,0.0
13,이성규,삼성,0.253,90,260,221,40,56,6,1,17,115,45,4,2,22,0,11,71,3,0.520,0.348,0.868,11,0.294,0.235
14,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1,5,0,0,23,0,0.357,0.278,0.635,4,0.222,0.25
15,김성윤,삼성,0.222,28,77,63,13,14,2,0,0,16,6,3,2,8,0,1,15,1,0.254,0.311,0.565,3,0.3,0.333
16,안주형,삼성,0.215,45,95,79,15,17,2,0,0,19,4,8,0,7,0,1,19,3,0.241,0.287,0.528,3,0.211,0.0
17,박병호,삼성,0.211,80,257,213,28,45,5,0,9,77,28,0,0,37,0,7,81,12,0.362,0.346,0.708,9,0.19,0.2
18,김현준,삼성,0.202,37,106,94,14,19,7,1,0,28,6,1,2,7,0,2,27,4,0.298,0.267,0.565,4,0.185,0.4
19,김재성,삼성,0.200,10,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0.250,0.304,0.554,1,0.333,0.0
20,전병우,삼성,0.193,32,68,57,6,11,3,0,0,14,5,0,1,9,0,1,24,2,0.246,0.309,0.555,1,0.308,0.0
21,김동엽,삼성,0.182,6,14,11,1,2,1,0,0,3,2,0,1,1,1,1,5,0,0.273,0.286,0.559,1,0.0,0.0
22,김재혁,삼성,0.159,28,49,44,6,7,2,1,0,11,6,0,2,3,0,0,19,2,0.250,0.204,0.454,2,0.095,0.0
23,이창용,삼성,0.154,5,13,13,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0.154,0.154,0.308,0,0.143,0.0
24,김동진,삼성,0.125,26,37,32,5,4,0,0,1,7,2,2,0,3,0,0,7,1,0.219,0.200,0.419,0,0.333,0.25
25,강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1,0,0,0,6,1,0.095,0.091,0.186,0,0.167,0.0
26,공민규,삼성,0.077,11,16,13,1,1,0,0,1,4,2,0,0,1,0,2,8,1,0.308,0.250,0.558,0,0.0,0.0
27,김호진,삼성,0.074,24,30,27,4,2,0,0,0,2,3,0,1,1,0,1,10,1,0.074,0.133,0.207,0,0.125,0.0
28,김대우,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김재윤,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,김태훈,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,류승민,삼성,0.000,5,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.000,0.667,0.667,0,0.0,0.0
28,양우현,삼성,0.000,4,13,11,0,0,0,0,0,0,1,1,0,1,0,0,5,1,0.000,0.083,0.083,0,0.0,0.0
28,오승환,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,육선엽,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,이상민,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
28,최지광,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
