순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,강성우,롯데,0.500,0,0,1,0.00,0,-,2.00,0.000,0.1,0.35
2,레이예스,롯데,0.358,36,103,82,1.26,9,0.51,3.84,0.160,69.2,0.309
3,이정훈,롯데,0.316,7,24,14,1.71,1,0.61,4.13,0.089,12.4,0.277
4,황성빈,롯데,0.314,12,71,51,1.39,1,0.59,3.74,0.108,39.8,0.272
5,손호영,롯데,0.312,22,45,53,0.85,2,0.32,3.24,0.215,32.2,0.293
6,나승엽,롯데,0.307,27,54,59,0.92,2,0.74,4.13,0.156,43.4,0.297
7,윤동희,롯데,0.303,33,92,79,1.16,2,0.69,4.30,0.144,56.2,0.285
8,고승민,롯데,0.293,22,65,77,0.84,3,0.58,4.00,0.137,41.1,0.269
9,전준우,롯데,0.286,26,58,64,0.91,2,0.62,3.74,0.219,38.8,0.288
10,이학주,롯데,0.263,6,9,17,0.53,0,0.14,4.19,0.126,11.7,0.241
11,박승욱,롯데,0.259,18,55,56,0.98,3,0.36,3.94,0.109,31.0,0.247
12,정훈,롯데,0.258,21,52,53,0.98,4,0.54,3.95,0.191,29.5,0.261
13,한동희,롯데,0.257,2,6,11,0.55,1,0.11,3.56,0.057,2.4,0.204
14,최항,롯데,0.250,4,36,28,1.29,2,0.31,4.12,0.040,9.7,0.208
15,정보근,롯데,0.226,3,21,26,0.81,0,0.11,3.57,0.095,5.6,0.19
16,김민석,롯데,0.203,4,21,19,1.11,1,0.11,3.43,0.068,3.5,0.181
17,김동혁,롯데,0.200,1,5,2,2.50,0,0.40,4.06,0.133,1.8,0.216
17,김민성,롯데,0.200,7,12,27,0.44,1,0.56,4.20,0.157,8.9,0.234
19,손성빈,롯데,0.195,8,20,24,0.83,1,0.32,4.26,0.195,8.1,0.218
20,유강남,롯데,0.191,8,50,36,1.39,0,0.36,3.84,0.132,12.7,0.205
21,오선진,롯데,0.188,1,3,3,1.00,0,0.29,3.70,0.063,2.0,0.22
22,노진혁,롯데,0.185,3,19,27,0.70,0,0.41,3.94,0.037,5.9,0.177
23,이주찬,롯데,0.174,2,7,3,2.33,1,0.11,3.75,0.174,1.3,0.181
24,서동욱,롯데,0.143,1,2,6,0.33,0,0.00,3.80,0.071,0.4,0.144
24,신윤후,롯데,0.143,0,5,10,0.50,1,0.33,4.25,0.000,0.2,0.133
24,장두성,롯데,0.143,0,6,1,6.00,0,0.40,3.61,0.000,1.9,0.186
27,김원중,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,백두산,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.1,0.0
27,이선우,롯데,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이호준,롯데,-,0,0,0,-,0,-,6.00,-,0.3,0.45
27,정대선,롯데,0.000,0,0,0,-,0,0.00,4.00,0.000,-0.2,0.0
27,추재현,롯데,-,0,0,0,-,0,-,-,-,0.2,0.0
