순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,황성빈,롯데,76,42,37,5,88.1,2,3
2,장두성,롯데,27,9,7,2,77.8,1,0
3,손호영,롯데,50,10,6,4,60.0,1,1
4,윤동희,롯데,88,8,5,3,62.5,2,0
5,고승민,롯데,67,6,4,2,66.7,5,0
5,레이예스,롯데,91,4,4,0,100,2,1
7,김동혁,롯데,31,4,3,1,75.0,0,2
7,전준우,롯데,56,4,3,1,75.0,1,1
9,김민석,롯데,32,3,2,1,66.7,0,0
10,박승욱,롯데,89,5,1,4,20.0,5,0
10,정훈,롯데,63,2,1,1,50.0,1,1
10,추재현,롯데,2,1,1,0,100,0,0
13,강성우,롯데,2,1,0,1,0.0,0,0
13,김민성,롯데,35,1,0,1,0.0,0,0
13,김원중,롯데,1,0,0,0,-,0,0
13,나승엽,롯데,68,0,0,0,-,3,0
13,노진혁,롯데,39,0,0,0,-,0,0
13,백두산,롯데,1,0,0,0,-,0,0
13,서동욱,롯데,12,0,0,0,-,0,0
13,손성빈,롯데,46,0,0,0,-,1,0
13,신윤후,롯데,16,0,0,0,-,1,1
13,오선진,롯데,18,0,0,0,-,0,0
13,유강남,롯데,52,0,0,0,-,2,0
13,이선우,롯데,5,0,0,0,-,0,0
13,이정훈,롯데,41,0,0,0,-,1,0
13,이주찬,롯데,14,0,0,0,-,0,0
13,이학주,롯데,43,1,0,1,0.0,2,0
13,이호준,롯데,3,0,0,0,-,0,0
13,정대선,롯데,3,0,0,0,-,0,0
13,정보근,롯데,46,0,0,0,-,0,0
13,최항,롯데,59,1,0,1,0.0,1,1
13,한동희,롯데,14,0,0,0,-,1,0
