순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,양찬열,두산,0.500,4,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.500,0.500,1.000,0,0.0,0.0
2,양의지,두산,0.341,83,349,314,40,107,12,0,12,155,74,0,6,23,3,6,34,9,0.494,0.390,0.884,30,0.436,0.5
3,허경민,두산,0.337,81,337,297,53,100,19,0,6,137,46,0,5,23,0,12,18,6,0.461,0.401,0.862,30,0.315,0.667
4,전다민,두산,0.333,16,24,18,6,6,1,0,0,7,1,0,0,6,0,0,7,0,0.389,0.500,0.889,0,0.375,0.333
4,홍성호,두산,0.333,13,13,12,0,4,2,0,0,6,1,0,0,1,0,0,5,0,0.500,0.385,0.885,0,0.167,0.25
6,라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.360,0.842,27,0.257,0.0
7,서예일,두산,0.286,15,14,14,1,4,0,0,0,4,1,0,0,0,0,0,3,0,0.286,0.286,0.572,1,0.667,0.0
8,강승호,두산,0.285,98,398,368,53,105,25,6,13,181,55,1,3,22,3,4,111,4,0.492,0.330,0.822,29,0.275,0.333
9,이유찬,두산,0.280,64,122,107,22,30,3,0,2,39,8,1,0,13,0,1,24,4,0.364,0.364,0.728,8,0.25,0.333
10,정수빈,두산,0.278,92,398,338,66,94,12,3,3,121,30,6,6,42,1,6,45,7,0.358,0.362,0.720,28,0.266,0.0
11,전민재,두산,0.276,68,171,156,23,43,5,0,2,54,23,2,2,9,1,2,33,6,0.346,0.320,0.666,13,0.359,0.0
12,조수행,두산,0.267,89,257,221,44,59,2,2,0,65,17,9,3,23,1,1,33,2,0.294,0.335,0.629,16,0.19,0.4
13,김기연,두산,0.262,56,167,149,21,39,5,0,4,56,17,1,2,13,0,2,24,4,0.376,0.325,0.701,10,0.278,0.167
14,김재환,두산,0.261,93,377,326,45,85,19,0,18,158,64,0,8,38,3,5,119,7,0.485,0.340,0.825,16,0.224,0.667
15,양석환,두산,0.252,97,396,357,54,90,18,1,21,173,70,0,2,34,1,3,84,13,0.485,0.321,0.806,28,0.303,0.667
16,김재호,두산,0.250,29,69,56,6,14,4,0,0,18,3,2,1,9,0,1,10,2,0.321,0.358,0.679,3,0.5,0.0
16,윤준호,두산,0.250,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.250,0.250,0.500,0,0.0,0.0
18,박준영,두산,0.233,56,187,163,24,38,7,2,6,67,22,1,1,19,0,3,50,1,0.411,0.323,0.734,7,0.185,1.0
19,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.800,0.500,1.300,0,0.0,0.0
19,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.400,0.667,0,0.0,0.0
19,안승한,두산,0.200,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.5
19,장승현,두산,0.200,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.300,0.273,0.573,1,0.0,0.0
23,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,0,0.167,0.0
24,김대한,두산,0.139,54,86,72,9,10,1,0,1,14,7,2,2,8,0,2,25,1,0.194,0.238,0.432,1,0.158,0.0
25,김태근,두산,0.095,29,24,21,3,2,0,0,0,2,1,1,0,0,0,2,10,0,0.095,0.174,0.269,0,0.333,0.0
26,김동주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,김명신,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,김민규,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,김호준,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,박민준,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
26,박정수,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,박치국,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,오명진,두산,0.000,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.000,0.500,0.500,0,0.0,0.0
26,이교훈,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,정철원,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,최지강,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
26,홍건희,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
