순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.362,86,376,343,49,124,18,1,10,174,75,0,6,18,3,9,44,8,0.507,0.402,0.909,37,0.429,0.0
2,박지환,SSG,0.341,40,146,129,24,44,6,2,2,60,15,3,1,11,0,2,29,2,0.465,0.399,0.864,12,0.364,0.333
3,정준재,SSG,0.313,41,91,80,18,25,2,1,0,29,7,1,0,10,0,0,20,1,0.363,0.389,0.752,7,0.259,0.333
4,박성한,SSG,0.301,92,399,345,59,104,17,0,6,139,45,3,5,45,3,1,53,6,0.403,0.379,0.782,29,0.279,0.5
5,최정,SSG,0.289,83,353,294,59,85,18,1,24,177,72,0,5,38,1,16,67,8,0.602,0.394,0.996,26,0.268,0.0
6,추신수,SSG,0.283,51,194,159,27,45,9,0,3,63,24,1,4,26,0,4,46,1,0.396,0.389,0.785,12,0.267,0.167
7,최지훈,SSG,0.278,94,425,374,70,104,17,7,8,159,40,5,2,43,0,1,58,5,0.425,0.352,0.777,33,0.239,0.0
8,이지영,SSG,0.275,75,264,244,28,67,5,1,2,80,28,4,2,10,0,4,22,6,0.328,0.312,0.640,18,0.234,0.143
9,고명준,SSG,0.263,88,312,293,28,77,13,0,10,120,40,0,0,18,0,1,80,4,0.410,0.308,0.718,13,0.321,0.0
10,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
11,김민식,SSG,0.256,31,98,82,8,21,5,0,1,29,10,2,0,14,0,0,22,2,0.354,0.365,0.719,7,0.25,0.0
12,오태곤,SSG,0.255,71,127,110,16,28,5,0,1,36,8,2,1,14,2,0,32,0,0.327,0.336,0.663,5,0.182,0.091
13,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
13,하재훈,SSG,0.250,70,205,188,20,47,12,0,4,71,22,1,5,10,0,1,57,4,0.378,0.284,0.662,11,0.18,0.0
15,한유섬,SSG,0.237,85,333,291,42,69,17,0,16,134,58,0,3,32,3,7,96,1,0.460,0.324,0.784,18,0.275,0.25
16,김성현,SSG,0.231,34,93,78,14,18,2,0,0,20,8,2,0,9,0,4,10,5,0.256,0.341,0.597,6,0.227,1.0
17,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
18,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
19,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
20,정현승,SSG,0.158,13,20,19,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0.158,0.200,0.358,1,0.4,0.0
21,전의산,SSG,0.095,25,46,42,1,4,0,0,1,7,2,0,0,4,0,0,12,2,0.167,0.174,0.341,0,0.0,0.125
22,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
22,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
22,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,문승원,SSG,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,이로운,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,조병현,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,최상민,SSG,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
