순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,에레디아,SSG,0.362,85,372,340,49,123,18,1,10,173,74,0,6,18,3,8,43,8,0.509,0.401,0.910,37,0.427,0.0
2,박지환,SSG,0.341,40,146,129,24,44,6,2,2,60,15,3,1,11,0,2,29,2,0.465,0.399,0.864,12,0.364,0.333
3,정준재,SSG,0.325,40,88,77,17,25,2,1,0,29,7,1,0,10,0,0,19,1,0.377,0.402,0.779,7,0.269,0.333
4,박성한,SSG,0.305,91,395,341,59,104,17,0,6,139,45,3,5,45,3,1,53,6,0.408,0.383,0.791,29,0.282,0.5
5,최정,SSG,0.289,82,349,291,58,84,18,1,24,176,72,0,5,37,1,16,67,8,0.605,0.393,0.998,26,0.271,0.0
6,최지훈,SSG,0.279,93,420,369,69,103,17,6,8,156,39,5,2,43,0,1,58,5,0.423,0.354,0.777,33,0.241,0.0
7,추신수,SSG,0.277,50,190,155,27,43,8,0,3,60,23,1,4,26,0,4,45,1,0.387,0.386,0.773,11,0.273,0.167
8,이지영,SSG,0.276,74,263,243,28,67,5,1,2,80,28,4,2,10,0,4,22,6,0.329,0.313,0.642,18,0.237,0.167
9,김민식,SSG,0.266,30,94,79,8,21,5,0,1,29,10,1,0,14,0,0,20,2,0.367,0.376,0.743,7,0.25,0.0
10,고명준,SSG,0.261,87,310,291,28,76,12,0,10,118,40,0,0,18,0,1,80,4,0.405,0.306,0.711,13,0.321,0.0
11,최준우,SSG,0.261,15,31,23,2,6,2,0,0,8,5,0,0,8,0,0,7,0,0.348,0.452,0.800,1,0.286,0.0
12,오태곤,SSG,0.255,71,127,110,16,28,5,0,1,36,8,2,1,14,2,0,32,0,0.327,0.336,0.663,5,0.182,0.091
13,조형우,SSG,0.250,14,33,28,4,7,0,0,0,7,4,0,0,1,0,4,4,0,0.250,0.364,0.614,2,0.3,0.0
13,하재훈,SSG,0.250,70,205,188,20,47,12,0,4,71,22,1,5,10,0,1,57,4,0.378,0.284,0.662,11,0.18,0.0
15,한유섬,SSG,0.240,84,329,287,42,69,17,0,16,134,58,0,3,32,3,7,96,1,0.467,0.328,0.795,18,0.278,0.25
16,김성현,SSG,0.234,33,92,77,14,18,2,0,0,20,8,2,0,9,0,4,10,5,0.260,0.344,0.604,6,0.227,1.0
17,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.5,0.286
18,안상현,SSG,0.175,29,68,63,2,11,1,0,0,12,2,1,0,4,0,0,14,0,0.190,0.224,0.414,1,0.167,0.0
19,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.2,0.0
20,정현승,SSG,0.158,13,20,19,0,3,0,0,0,3,2,0,0,1,0,0,5,0,0.158,0.200,0.358,1,0.4,0.0
21,전의산,SSG,0.098,24,45,41,1,4,0,0,1,7,2,0,0,4,0,0,11,2,0.171,0.178,0.349,0,0.0,0.125
22,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.0,0.0
22,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.0,0.0
22,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,문승원,SSG,0.000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,박민호,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,이로운,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,조병현,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0
22,최상민,SSG,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0
22,한두솔,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
