순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
10,김헌곤,삼성,0.261,23,6,0,0,1,1,0,1,4,0,8번
11,김재성,삼성,0.25,8,2,0,0,0,1,1,0,1,0,8번
12,류지혁,삼성,0.214,14,3,0,0,1,2,4,1,6,0,8번
13,이창용,삼성,0.2,10,2,0,0,0,0,0,0,1,0,8번
14,전병우,삼성,0.167,18,3,1,0,0,1,2,0,8,0,8번
15,안주형,삼성,0.154,13,2,0,0,0,0,1,0,4,1,8번
16,김동진,삼성,0.143,7,1,0,0,0,0,1,0,3,0,8번
16,김현준,삼성,0.143,14,2,1,0,0,0,2,1,5,1,8번
18,김재상,삼성,0.111,27,3,0,0,0,1,2,0,9,0,8번
19,강한울,삼성,0.0,6,0,0,0,0,0,0,0,3,0,8번
19,공민규,삼성,0.0,4,0,0,0,0,0,1,0,2,0,8번
19,김동엽,삼성,0.0,1,0,0,0,0,0,0,0,0,0,8번
19,김재혁,삼성,0.0,4,0,0,0,0,0,0,0,1,0,8번
19,김호진,삼성,0.0,5,0,0,0,0,1,1,0,1,0,8번
19,양우현,삼성,0.0,3,0,0,0,0,0,0,0,1,0,8번
1,김지찬,삼성,0.381,21,8,0,0,1,2,4,0,1,1,9번
1,김헌곤,삼성,0.381,21,8,1,0,0,2,1,0,3,0,9번
3,강한울,삼성,0.333,3,1,0,0,0,0,0,0,2,0,9번
4,김성윤,삼성,0.318,22,7,1,0,0,4,4,0,4,1,9번
5,김재상,삼성,0.303,33,10,2,0,1,6,1,0,9,0,9번
6,강민호,삼성,0.286,7,2,0,0,0,1,1,0,1,0,9번
7,류지혁,삼성,0.250,8,2,0,1,0,1,1,0,4,0,9번
7,이병헌,삼성,0.250,24,6,1,0,0,0,1,0,11,0,9번
9,안주형,삼성,0.235,34,8,0,0,0,3,2,0,7,1,9번
10,김영웅,삼성,0.214,28,6,0,0,2,6,3,0,10,1,9번
11,전병우,삼성,0.182,22,4,1,0,0,1,5,0,9,2,9번
12,윤정빈,삼성,0.167,6,1,1,0,0,2,0,1,1,0,9번
13,김호진,삼성,0.133,15,2,0,0,0,1,0,1,7,1,9번
14,이성규,삼성,0.087,23,2,1,0,0,0,2,0,12,1,9번
15,김현준,삼성,0.083,12,1,0,0,0,0,1,1,5,0,9번
16,공민규,삼성,0.000,1,0,0,0,0,1,0,1,1,0,9번
16,김동엽,삼성,-,0,0,0,0,0,0,1,0,0,0,9번
16,김동진,삼성,0.000,17,0,0,0,0,0,2,0,1,1,9번
16,김재혁,삼성,0.000,5,0,0,0,0,0,0,0,4,1,9번
16,김태훈,삼성,0.000,1,0,0,0,0,0,0,0,1,0,9번
16,박병호,삼성,0.000,2,0,0,0,0,0,2,0,2,0,9번
16,양우현,삼성,0.000,8,0,0,0,0,1,1,0,4,1,9번
16,이재현,삼성,0.000,5,0,0,0,0,0,1,0,1,0,9번
16,이창용,삼성,0.000,2,0,0,0,0,0,0,0,0,0,9번
1,김동진,삼성,1.0,2,2,0,0,1,2,0,0,0,0,상위(1~2번)
2,김헌곤,삼성,0.314,86,27,4,0,5,13,10,1,14,2,상위(1~2번)
3,구자욱,삼성,0.286,63,18,2,1,4,10,8,2,13,0,상위(1~2번)
4,이성규,삼성,0.275,40,11,0,0,2,6,3,1,12,0,상위(1~2번)
5,김태훈,삼성,0.273,11,3,1,0,0,1,0,0,1,0,상위(1~2번)
6,김지찬,삼성,0.272,254,69,9,0,1,14,31,8,21,2,상위(1~2번)
7,이재현,삼성,0.264,140,37,11,0,7,28,20,1,31,2,상위(1~2번)
8,맥키넌,삼성,0.22,41,9,1,0,0,3,2,0,5,1,상위(1~2번)
9,강민호,삼성,0.2,5,1,0,0,0,1,1,0,0,0,상위(1~2번)
9,김영웅,삼성,0.2,5,1,0,0,0,0,0,0,2,0,상위(1~2번)
11,김현준,삼성,0.179,39,7,4,1,0,3,2,0,10,1,상위(1~2번)
12,김재상,삼성,0.167,6,1,1,0,0,2,0,0,1,0,상위(1~2번)
12,김재혁,삼성,0.167,6,1,0,0,0,0,0,0,3,1,상위(1~2번)
12,류지혁,삼성,0.167,18,3,1,0,0,0,1,0,5,0,상위(1~2번)
15,김성윤,삼성,0.156,32,5,1,0,0,0,3,1,7,0,상위(1~2번)
16,안주형,삼성,0.1,10,1,1,0,0,0,1,1,2,0,상위(1~2번)
17,강한울,삼성,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
17,김동엽,삼성,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
17,김호진,삼성,0.0,2,0,0,0,0,1,0,0,0,0,상위(1~2번)
17,박병호,삼성,0.0,2,0,0,0,0,0,1,0,0,0,상위(1~2번)
1,김동진,삼성,1.000,1,1,0,0,0,0,0,0,0,0,중심(3~5번)
1,윤정빈,삼성,1.000,1,1,0,0,0,0,0,0,0,0,중심(3~5번)
1,전병우,삼성,1.000,1,1,0,0,0,1,0,0,0,0,중심(3~5번)
4,김지찬,삼성,0.667,3,2,0,0,0,1,0,0,0,0,중심(3~5번)
5,김재상,삼성,0.500,4,2,0,0,1,2,1,0,2,0,중심(3~5번)
5,김헌곤,삼성,0.500,2,1,0,0,0,0,1,0,1,0,중심(3~5번)
7,이재현,삼성,0.314,35,11,2,0,0,4,4,0,7,0,중심(3~5번)
8,맥키넌,삼성,0.308,224,69,12,0,4,32,37,1,27,5,중심(3~5번)
9,구자욱,삼성,0.303,284,86,24,0,15,58,25,6,41,3,중심(3~5번)
10,강민호,삼성,0.291,110,32,2,0,4,19,12,1,17,7,중심(3~5번)
11,류지혁,삼성,0.286,63,18,2,0,1,12,3,1,12,2,중심(3~5번)
12,김영웅,삼성,0.231,160,37,4,2,9,25,22,2,47,0,중심(3~5번)
13,박병호,삼성,0.194,134,26,2,0,5,20,19,5,53,8,중심(3~5번)
14,김재혁,삼성,0.174,23,4,1,1,0,5,2,0,10,0,중심(3~5번)
15,김재성,삼성,0.167,6,1,1,0,0,0,2,0,2,0,중심(3~5번)
16,이성규,삼성,0.156,45,7,1,0,3,10,7,4,14,2,중심(3~5번)
17,강한울,삼성,0.000,3,0,0,0,0,1,0,0,0,0,중심(3~5번)
17,공민규,삼성,0.000,2,0,0,0,0,0,0,0,0,1,중심(3~5번)
17,김동엽,삼성,0.000,5,0,0,0,0,1,0,0,3,0,중심(3~5번)
17,김성윤,삼성,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
17,김태훈,삼성,0.000,2,0,0,0,0,0,0,1,0,1,중심(3~5번)
17,김현준,삼성,-,0,0,0,0,0,0,1,0,0,0,중심(3~5번)
17,김호진,삼성,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
17,류승민,삼성,0.000,1,0,0,0,0,0,1,0,1,0,중심(3~5번)
17,이병헌,삼성,0.000,6,0,0,0,0,0,1,0,1,0,중심(3~5번)
17,이창용,삼성,0.000,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
1,김태훈,삼성,0.500,2,1,0,0,0,0,0,0,1,0,하위(6~9번)
2,김지찬,삼성,0.414,29,12,0,0,2,6,5,0,4,1,하위(6~9번)
3,김동엽,삼성,0.400,5,2,1,0,0,1,1,1,2,0,하위(6~9번)
4,이재현,삼성,0.326,46,15,2,0,2,8,6,0,8,1,하위(6~9번)
5,강민호,삼성,0.302,126,38,5,1,4,22,13,5,16,3,하위(6~9번)
6,김성윤,삼성,0.300,30,9,1,0,0,6,5,0,7,1,하위(6~9번)
7,김영웅,삼성,0.295,149,44,8,1,8,25,14,1,52,2,하위(6~9번)
8,이병헌,삼성,0.289,97,28,4,0,1,6,11,2,36,0,하위(6~9번)
9,맥키넌,삼성,0.286,7,2,0,0,0,1,0,0,1,0,하위(6~9번)
10,류지혁,삼성,0.284,102,29,2,1,1,13,16,3,31,1,하위(6~9번)
11,이성규,삼성,0.279,122,34,5,1,10,26,11,5,39,1,하위(6~9번)
12,김헌곤,삼성,0.271,85,23,3,0,3,9,2,1,17,1,하위(6~9번)
13,윤정빈,삼성,0.254,71,18,2,0,3,8,7,2,22,0,하위(6~9번)
14,박병호,삼성,0.247,77,19,3,0,4,8,17,2,28,4,하위(6~9번)
15,안주형,삼성,0.238,63,15,1,0,0,4,5,0,15,2,하위(6~9번)
16,김재상,삼성,0.230,74,17,3,0,1,8,4,0,20,0,하위(6~9번)
17,김재성,삼성,0.214,14,3,0,0,0,1,1,0,3,1,하위(6~9번)
18,전병우,삼성,0.185,54,10,3,0,0,4,9,1,22,2,하위(6~9번)
19,이창용,삼성,0.167,12,2,0,0,0,0,0,0,1,0,하위(6~9번)
20,김재혁,삼성,0.133,15,2,1,0,0,1,1,0,6,1,하위(6~9번)
21,김현준,삼성,0.119,42,5,2,0,0,3,3,2,17,3,하위(6~9번)
22,강한울,삼성,0.118,17,2,0,0,0,0,0,0,6,1,하위(6~9번)
23,공민규,삼성,0.091,11,1,0,0,1,2,1,2,8,0,하위(6~9번)
23,김호진,삼성,0.091,22,2,0,0,0,2,1,1,9,1,하위(6~9번)
25,김동진,삼성,0.034,29,1,0,0,0,0,3,0,7,1,하위(6~9번)
26,류승민,삼성,-,0,0,0,0,0,0,1,0,0,0,하위(6~9번)
26,양우현,삼성,0.000,11,0,0,0,0,1,1,0,5,1,하위(6~9번)
