순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,권동진,KT,0.667,0,0,0,-,0,1.00,4.50,0.000,1.2,0.504
1,박경수,KT,0.667,1,0,0,-,0,0.00,3.67,0.333,1.1,0.55
3,조대현,KT,0.500,0,0,1,0.00,0,1.50,4.00,0.000,2.3,0.425
4,로하스,KT,0.328,48,71,96,0.74,9,0.73,4.04,0.259,83.5,0.339
5,강현우,KT,0.318,2,4,2,2.00,1,0.89,4.00,0.182,6.0,0.35
6,강백호,KT,0.304,41,93,85,1.09,6,0.47,4.03,0.234,71.0,0.301
7,천성호,KT,0.295,12,73,39,1.87,2,0.43,3.61,0.081,27.3,0.25
8,신본기,KT,0.292,6,24,20,1.20,0,0.76,3.78,0.135,17.4,0.291
9,김민혁,KT,0.288,5,71,32,2.22,1,0.83,3.65,0.028,20.7,0.242
10,배정대,KT,0.283,22,48,69,0.70,0,0.48,3.84,0.146,36.5,0.266
11,안현민,KT,0.278,2,6,2,3.00,0,0.17,3.62,0.278,3.8,0.289
12,김병준,KT,0.273,0,3,3,1.00,0,1.00,3.92,0.000,1.4,0.242
13,김상수,KT,0.268,16,60,73,0.82,2,0.53,3.86,0.111,28.9,0.248
14,장성우,KT,0.266,22,59,81,0.73,8,0.77,4.13,0.162,42.6,0.271
15,문상철,KT,0.260,16,48,64,0.75,2,0.48,4.09,0.173,36.9,0.268
16,박민석,KT,0.250,0,0,1,0.00,0,0.00,4.50,0.000,-0.1,0.175
16,심우준,KT,0.250,0,3,1,3.00,0,0.50,4.33,0.000,1.1,0.212
16,안치영,KT,0.250,0,10,11,0.91,0,0.17,4.13,0.000,2.9,0.19
19,오윤석,KT,0.248,10,39,24,1.63,2,0.47,3.96,0.140,14.9,0.244
20,황재균,KT,0.244,20,77,98,0.79,2,0.41,3.87,0.095,31.8,0.221
21,조용호,KT,0.243,4,43,36,1.19,1,0.46,3.79,0.029,10.5,0.203
22,김준태,KT,0.240,2,6,7,0.86,0,0.83,3.80,0.080,3.4,0.245
23,홍현빈,KT,0.235,1,4,3,1.33,1,0.50,4.43,0.118,2.4,0.246
24,오재일,KT,0.225,19,30,50,0.60,2,0.34,3.87,0.197,22.9,0.242
25,정준영,KT,0.216,1,19,7,2.71,0,0.57,4.13,0.020,4.4,0.204
26,이호연,KT,0.152,1,7,13,0.54,0,0.13,3.86,0.030,-0.2,0.125
27,윤준혁,KT,0.143,0,1,1,1.00,0,0.00,3.29,0.000,-0.1,0.1
28,김건형,KT,0.125,1,8,5,1.60,0,0.13,4.16,0.042,0.1,0.114
29,장준원,KT,0.071,0,4,4,1.00,0,0.80,4.39,0.000,0.7,0.143
30,강건,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,김민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,박시영,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,박영현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,성재헌,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,손동현,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,송민섭,KT,0.000,0,0,1,0.00,0,-,4.00,0.000,-0.4,0.0
30,우규민,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,이선우,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
30,주권,KT,-,0,0,0,-,0,-,-,-,0.0,0.0
