순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,88,751.1,1.262,13.61
2,김태군,KIA,포수,69,445.1,0.913,9.85
3,김호령,KIA,중견수,40,106.2,0.465,5.02
4,김도영,KIA,3루수,94,776.0,0.337,3.64
5,이우성,KIA,좌익수,2,6.0,0.211,2.28
6,박민,KIA,유격수,10,40.0,0.2,2.15
7,한준수,KIA,포수,70,416.2,0.189,2.04
8,최원준,KIA,중견수,70,471.1,0.184,1.98
9,박정우,KIA,중견수,26,55.0,0.168,1.81
10,서건창,KIA,2루수,30,144.0,0.16,1.73
11,변우혁,KIA,3루수,7,35.0,0.154,1.66
12,홍종표,KIA,2루수,40,111.0,0.079,0.86
13,이창진,KIA,중견수,1,5.0,0.05,0.54
14,박정우,KIA,좌익수,3,3.0,-0.002,-0.02
15,박정우,KIA,우익수,1,9.0,-0.013,-0.13
16,김선빈,KIA,3루수,1,3.0,-0.024,-0.26
17,소크라테스,KIA,우익수,4,11.0,-0.034,-0.37
18,황대인,KIA,1루수,2,10.0,-0.044,-0.48
19,고종욱,KIA,좌익수,7,19.0,-0.045,-0.48
20,이창진,KIA,좌익수,37,191.2,-0.062,-0.67
21,홍종표,KIA,유격수,11,64.0,-0.079,-0.85
22,김규성,KIA,유격수,5,11.2,-0.084,-0.91
23,김선빈,KIA,2루수,76,587.0,-0.089,-0.96
24,김규성,KIA,3루수,1,5.0,-0.111,-1.19
25,소크라테스,KIA,중견수,33,232.0,-0.14,-1.51
26,한승택,KIA,포수,3,8.0,-0.145,-1.57
27,박민,KIA,2루수,4,28.0,-0.146,-1.57
28,이우성,KIA,우익수,16,105.0,-0.15,-1.62
29,변우혁,KIA,1루수,23,139.0,-0.194,-2.09
30,최원준,KIA,우익수,64,252.2,-0.243,-2.62
31,이창진,KIA,우익수,31,156.0,-0.261,-2.82
32,홍종표,KIA,3루수,12,47.0,-0.267,-2.88
33,서건창,KIA,1루수,38,213.0,-0.345,-3.72
34,나성범,KIA,우익수,44,336.1,-0.354,-3.82
35,최형우,KIA,좌익수,13,92.0,-0.424,-4.58
36,이우성,KIA,1루수,64,507.0,-1.137,-12.26
37,소크라테스,KIA,좌익수,81,558.1,-1.189,-12.83
48,정해영,KIA,투수,32,32.0,nan,nan
48,김승현,KIA,투수,8,9.1,nan,nan
48,곽도규,KIA,투수,43,34.2,nan,nan
48,최지민,KIA,투수,42,36.1,nan,nan
48,김선빈,KIA,1루수,1,1.0,nan,nan
48,김선빈,KIA,유격수,2,3.0,nan,nan
48,박민,KIA,3루수,3,4.0,nan,nan
48,이형범,KIA,투수,12,12.1,nan,nan
48,황동하,KIA,투수,16,61.2,nan,nan
48,전상현,KIA,투수,44,42.2,nan,nan
