순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김규성,KIA,0.500,6,4,2,1,1,1,0,0,2,2,0,0,2,0,0,1,0,1.000,0.750,1.750,0,0.5,0.0
2,박정우,KIA,0.389,25,19,18,6,7,3,0,0,10,5,0,0,1,0,0,2,2,0.556,0.421,0.977,1,0.6,0.0
3,김도영,KIA,0.341,89,402,349,89,119,16,4,23,212,67,1,5,43,5,4,68,2,0.607,0.414,1.021,38,0.315,0.0
4,이우성,KIA,0.317,75,314,278,47,88,11,1,8,125,46,0,1,33,0,2,59,11,0.450,0.392,0.842,23,0.321,1.0
5,김선빈,KIA,0.312,71,282,250,31,78,11,0,6,107,32,2,0,25,0,4,26,10,0.428,0.384,0.812,24,0.323,0.5
6,홍종표,KIA,0.311,59,82,74,16,23,4,2,0,31,8,2,0,5,0,1,22,0,0.419,0.363,0.782,5,0.333,0.333
7,최원준,KIA,0.302,87,328,291,50,88,17,3,5,126,37,4,0,29,0,4,45,6,0.433,0.373,0.806,26,0.342,0.25
8,박찬호,KIA,0.302,83,368,331,55,100,16,1,2,124,34,6,4,26,1,1,29,5,0.375,0.351,0.726,32,0.322,0.5
9,소크라테스,KIA,0.297,91,394,357,61,106,18,1,18,180,66,0,2,32,3,3,60,5,0.504,0.358,0.862,30,0.383,0.0
10,한준수,KIA,0.294,73,204,180,25,53,13,0,4,78,28,0,5,17,1,2,35,4,0.433,0.353,0.786,10,0.259,0.222
11,고종욱,KIA,0.292,22,27,24,3,7,2,0,1,12,4,0,0,3,0,0,4,2,0.500,0.370,0.870,0,0.222,0.4
12,최형우,KIA,0.289,84,364,318,54,92,20,1,18,168,84,0,3,40,4,3,62,1,0.528,0.371,0.899,27,0.363,1.0
13,서건창,KIA,0.287,67,192,157,29,45,10,1,1,60,17,2,2,30,0,1,26,2,0.382,0.400,0.782,8,0.298,0.25
14,황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,1,0.333,0.0
15,변우혁,KIA,0.281,25,67,64,7,18,3,2,1,28,5,0,0,3,0,0,18,4,0.438,0.313,0.751,5,0.35,0.2
16,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0,1,0,0,7,0,0.414,0.300,0.714,2,0.3,1.0
17,나성범,KIA,0.271,60,261,229,27,62,13,1,11,110,49,0,3,28,1,0,61,6,0.480,0.346,0.826,19,0.269,0.0
18,김태군,KIA,0.257,68,174,152,18,39,4,0,5,58,24,6,0,9,0,7,14,9,0.382,0.327,0.709,9,0.227,0.333
19,이창진,KIA,0.250,72,168,124,25,31,6,0,0,37,10,5,2,35,0,2,26,4,0.298,0.417,0.715,7,0.147,0.4
20,예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0.263,0.286,0.549,0,0.0,0.0
21,김호령,KIA,0.147,43,39,34,6,5,0,0,1,8,3,0,0,5,0,0,17,0,0.235,0.256,0.491,0,0.25,0.25
22,곽도규,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,전상현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,정해영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,최지민,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
22,한승택,KIA,0.000,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.500,0.500,0,0.0,0.0
22,황동하,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
