순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박찬호,KIA,유격수,87,742.1,1.26,13.63
2,김태군,KIA,포수,68,436.1,0.879,9.51
3,김호령,KIA,중견수,40,106.2,0.469,5.07
4,김도영,KIA,3루수,93,767.0,0.434,4.7
5,이우성,KIA,좌익수,2,6.0,0.211,2.28
5,한준수,KIA,포수,70,416.2,0.211,2.28
7,최원준,KIA,중견수,70,471.1,0.201,2.18
8,박민,KIA,유격수,10,40.0,0.2,2.16
9,박정우,KIA,중견수,26,55.0,0.169,1.83
10,서건창,KIA,2루수,30,144.0,0.16,1.73
11,변우혁,KIA,3루수,7,35.0,0.15,1.63
12,홍종표,KIA,2루수,40,111.0,0.078,0.84
13,이창진,KIA,중견수,1,5.0,0.05,0.54
14,박정우,KIA,좌익수,3,3.0,-0.002,-0.02
15,박정우,KIA,우익수,1,9.0,-0.013,-0.14
16,김선빈,KIA,3루수,1,3.0,-0.024,-0.26
17,김선빈,KIA,2루수,75,578.0,-0.034,-0.36
17,소크라테스,KIA,우익수,4,11.0,-0.034,-0.37
19,고종욱,KIA,좌익수,7,19.0,-0.044,-0.47
19,황대인,KIA,1루수,2,10.0,-0.044,-0.48
21,홍종표,KIA,유격수,11,64.0,-0.077,-0.84
22,김규성,KIA,유격수,5,11.2,-0.083,-0.9
23,김규성,KIA,3루수,1,5.0,-0.11,-1.2
24,변우혁,KIA,1루수,22,130.0,-0.126,-1.36
25,한승택,KIA,포수,3,8.0,-0.145,-1.57
26,박민,KIA,2루수,4,28.0,-0.147,-1.59
27,이창진,KIA,좌익수,36,182.2,-0.149,-1.61
28,이우성,KIA,우익수,16,105.0,-0.152,-1.64
29,소크라테스,KIA,중견수,32,223.0,-0.183,-1.97
30,최원준,KIA,우익수,63,243.2,-0.209,-2.26
31,이창진,KIA,우익수,31,156.0,-0.264,-2.85
32,홍종표,KIA,3루수,12,47.0,-0.27,-2.92
33,서건창,KIA,1루수,38,213.0,-0.341,-3.69
34,나성범,KIA,우익수,44,336.1,-0.359,-3.89
35,최형우,KIA,좌익수,13,92.0,-0.419,-4.54
36,이우성,KIA,1루수,64,507.0,-1.129,-12.21
37,소크라테스,KIA,좌익수,81,558.1,-1.162,-12.57
48,최지민,KIA,투수,42,36.1,nan,nan
48,김선빈,KIA,1루수,1,1.0,nan,nan
48,김선빈,KIA,유격수,2,3.0,nan,nan
48,박민,KIA,3루수,3,4.0,nan,nan
48,이형범,KIA,투수,11,10.1,nan,nan
48,황동하,KIA,투수,16,61.2,nan,nan
48,전상현,KIA,투수,44,42.2,nan,nan
48,정해영,KIA,투수,32,32.0,nan,nan
48,김승현,KIA,투수,7,7.2,nan,nan
48,곽도규,KIA,투수,42,33.2,nan,nan
