순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,김규성,KIA,0.500,1,0,0,-,0,2.00,5.00,0.500,1.3,0.588
2,김도영,KIA,0.354,50,70,101,0.69,10,0.62,3.81,0.288,94.3,0.351
3,박정우,KIA,0.350,3,9,1,9.00,1,0.33,3.81,0.150,2.6,0.296
4,이우성,KIA,0.317,20,80,52,1.54,5,0.56,4.00,0.133,45.9,0.289
5,한준수,KIA,0.310,18,43,56,0.77,0,0.49,3.87,0.139,30.7,0.277
6,홍종표,KIA,0.308,6,23,9,2.56,0,0.23,3.69,0.103,10.6,0.263
7,최원준,KIA,0.307,27,94,70,1.34,7,0.63,4.03,0.144,50.2,0.282
8,소크라테스,KIA,0.303,41,89,110,0.81,4,0.51,3.66,0.223,69.2,0.295
9,김선빈,KIA,0.297,17,91,68,1.34,3,0.89,3.99,0.109,37.6,0.267
10,최형우,KIA,0.295,40,79,92,0.86,9,0.65,4.10,0.238,66.4,0.304
11,박찬호,KIA,0.294,19,114,100,1.14,3,0.85,3.68,0.070,43.4,0.246
12,고종욱,KIA,0.292,3,10,3,3.33,1,0.75,3.59,0.208,3.6,0.292
13,황대인,KIA,0.286,1,3,1,3.00,0,0.00,3.14,0.143,0.8,0.236
14,서건창,KIA,0.284,13,38,54,0.70,1,1.23,4.17,0.099,27.8,0.276
15,나성범,KIA,0.282,28,63,51,1.24,8,0.44,3.98,0.208,41.6,0.281
16,박민,KIA,0.276,4,4,10,0.40,0,0.14,3.47,0.138,3.0,0.239
17,김태군,KIA,0.267,10,62,43,1.44,2,0.56,3.51,0.121,18.8,0.246
18,변우혁,KIA,0.260,6,14,21,0.67,0,0.18,3.52,0.130,7.4,0.231
19,이창진,KIA,0.252,6,34,37,0.92,1,1.38,4.07,0.047,21.2,0.263
20,예진원,KIA,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
21,김호령,KIA,0.147,1,6,6,1.00,0,0.29,4.56,0.088,2.4,0.174
22,곽도규,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,김승현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,이형범,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,전상현,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,정해영,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,최지민,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
22,한승택,KIA,0.000,0,0,1,0.00,0,-,5.00,0.000,0.3,0.225
22,황동하,KIA,-,0,0,0,-,0,-,-,-,0.0,0.0
