순위,선수명,팀명,경기,도루시도,도루허용,도루저지,도루성공률,주루사,견제사
1,김도영,KIA,94,32,29,3,90.6,4,0
2,최원준,KIA,92,25,17,8,68.0,1,1
3,박찬호,KIA,88,25,15,10,60.0,2,1
4,소크라테스,KIA,96,11,9,2,81.8,5,1
5,이우성,KIA,75,7,6,1,85.7,5,0
6,김선빈,KIA,76,3,3,0,100,1,0
6,서건창,KIA,70,4,3,1,75.0,2,0
6,이창진,KIA,75,4,3,1,75.0,0,0
9,김호령,KIA,43,3,2,1,66.7,1,0
10,변우혁,KIA,30,1,1,0,100,0,0
10,최형우,KIA,89,2,1,1,50.0,1,0
10,홍종표,KIA,63,3,1,2,33.3,0,0
13,고종욱,KIA,22,0,0,0,-,0,0
13,곽도규,KIA,1,0,0,0,-,0,0
13,김규성,KIA,6,0,0,0,-,0,0
13,김승현,KIA,1,0,0,0,-,0,0
13,김태군,KIA,71,0,0,0,-,2,0
13,나성범,KIA,65,0,0,0,-,0,0
13,박민,KIA,16,1,0,1,0.0,0,0
13,박정우,KIA,29,0,0,0,-,1,0
13,예진원,KIA,22,0,0,0,-,0,0
13,이형범,KIA,1,0,0,0,-,0,0
13,전상현,KIA,1,0,0,0,-,0,0
13,정해영,KIA,1,0,0,0,-,0,0
13,최지민,KIA,1,0,0,0,-,0,0
13,한승택,KIA,4,0,0,0,-,0,0
13,한준수,KIA,77,0,0,0,-,1,0
13,황대인,KIA,3,0,0,0,-,0,0
13,황동하,KIA,1,0,0,0,-,0,0
