순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,도슨,키움,0.360,42,78,85,0.92,9,0.67,3.70,0.195,66.1,0.329
2,송성문,키움,0.341,25,76,87,0.87,4,1.12,3.77,0.160,60.6,0.31
3,김혜성,키움,0.338,32,82,95,0.86,7,1.11,3.89,0.180,61.3,0.31
4,원성준,키움,0.303,4,5,6,0.83,1,0.15,4.64,0.182,5.7,0.271
5,고영우,키움,0.301,7,32,44,0.73,2,0.57,3.88,0.045,21.8,0.256
6,이용규,키움,0.293,5,42,35,1.20,1,0.86,4.00,0.054,23.3,0.27
7,김건희,키움,0.282,4,18,11,1.64,0,0.21,3.89,0.071,9.1,0.238
8,임병욱,키움,0.282,2,7,9,0.78,0,0.25,3.50,0.103,4.9,0.246
9,이주형,키움,0.279,18,46,59,0.78,3,0.44,3.88,0.150,36.8,0.272
10,변상권,키움,0.257,4,27,26,1.04,1,0.31,4.06,0.095,11.3,0.226
11,김재현,키움,0.254,10,58,48,1.21,0,0.17,3.49,0.052,18.0,0.211
12,주성원,키움,0.233,2,12,7,1.71,0,0.29,4.21,0.093,3.7,0.216
13,이형종,키움,0.226,7,19,25,0.76,2,0.76,3.90,0.179,13.9,0.261
14,최주환,키움,0.221,19,65,103,0.63,3,0.40,4.02,0.112,25.9,0.208
15,이원석,키움,0.220,4,19,36,0.53,2,0.78,3.86,0.044,9.8,0.215
16,이재상,키움,0.219,2,15,14,1.07,0,0.04,3.58,0.055,4.9,0.181
17,예진원,키움,0.211,1,6,1,6.00,0,0.25,3.86,0.053,1.1,0.194
18,김동헌,키움,0.200,0,2,2,1.00,0,-,2.86,0.000,0.8,0.243
19,김태진,키움,0.198,3,24,29,0.83,0,0.25,3.12,0.037,3.7,0.16
20,박수종,키움,0.194,1,20,25,0.80,0,1.00,3.63,0.016,3.9,0.176
21,장재영,키움,0.171,3,7,2,3.50,0,0.32,4.12,0.122,4.3,0.223
22,김시앙,키움,0.143,0,3,2,1.50,0,0.00,2.43,0.000,0.0,0.1
23,김주형,키움,0.125,0,3,0,-,0,0.25,3.75,0.000,0.9,0.195
23,박성빈,키움,0.125,0,3,2,1.50,0,0.50,2.78,0.000,0.2,0.131
25,임지열,키움,0.102,1,13,16,0.81,0,0.44,4.25,0.061,1.4,0.136
26,김웅빈,키움,0.077,0,1,5,0.20,0,0.50,4.22,0.000,0.8,0.152
27,김병휘,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김선기,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김연주,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김윤하,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김재웅,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,문성현,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,박주홍,키움,0.000,0,1,3,0.33,0,0.50,4.29,0.000,-0.2,0.064
27,박준형,키움,0.000,0,1,1,1.00,0,0.00,3.20,0.000,-0.5,0.0
27,송지후,키움,0.000,0,1,0,-,0,-,1.00,0.000,-0.1,0.0
27,신준우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,양지율,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이승원,키움,0.000,0,2,0,-,0,0.00,3.00,0.000,-0.3,0.0
27,주승우,키움,-,0,0,0,-,0,-,-,-,0.0,0.0
